task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
87	92/831e9d	109899	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr9_41229379-41237752)	CACHED	0	2025-11-30 08:20:46.445	392ms	47ms	125.5%	1.7 MB	4.6 MB	137.9 KB	4 KB
86	26/4acf14	109783	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr13_86252980-111703855)	CACHED	0	2025-11-30 08:20:46.427	388ms	48ms	123.1%	1.7 MB	4.6 MB	137.2 KB	3.8 KB
33	4f/c0eaf9	223790	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (S10)	COMPLETED	0	2025-11-30 09:12:53.957	12.7s	11.8s	132.9%	5.3 GB	5.9 GB	5.2 GB	4.4 MB
21	53/e204a4	224960	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (S10)	COMPLETED	0	2025-11-30 09:13:06.725	13.5s	12.6s	124.3%	5.3 GB	12.2 GB	5.2 GB	4.7 MB
29	04/5714c4	225976	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (S10)	COMPLETED	0	2025-11-30 09:13:20.285	6.8s	6.4s	175.4%	5.3 GB	12.2 GB	5.2 GB	4.8 MB
32	c9/af6f0e	226601	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (S10)	COMPLETED	0	2025-11-30 09:13:27.144	6.3s	5.9s	159.7%	5.3 GB	6.8 GB	5.2 GB	4.7 MB
37	8c/46ccaf	227226	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (S10)	COMPLETED	0	2025-11-30 09:13:33.525	6.4s	5.9s	159.5%	5.3 GB	12.8 GB	5.2 GB	4.3 MB
27	92/c3963f	227850	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (S10)	COMPLETED	0	2025-11-30 09:13:39.906	6.4s	6s	176.3%	5.3 GB	12.2 GB	5.2 GB	4.7 MB
36	f2/548408	228474	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (S10)	COMPLETED	0	2025-11-30 09:13:46.365	6.5s	6.1s	175.9%	5.3 GB	12.2 GB	5.2 GB	4.3 MB
34	e6/160d2c	229100	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (S10)	COMPLETED	0	2025-11-30 09:13:52.897	6.7s	6.2s	162.5%	5.3 GB	12.2 GB	5.2 GB	4.4 MB
30	85/73f526	229728	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (S10)	COMPLETED	0	2025-11-30 09:13:59.580	6.5s	6.1s	178.8%	5.3 GB	12.2 GB	5.2 GB	4.7 MB
24	b6/3eb3fd	230367	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (S10)	COMPLETED	0	2025-11-30 09:14:06.089	6.4s	6s	173.6%	5.3 GB	6.8 GB	5.2 GB	4.7 MB
35	a8/56543a	230989	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (S10)	COMPLETED	0	2025-11-30 09:14:12.537	6.6s	6.1s	181.6%	5.3 GB	12.2 GB	5.2 GB	4.3 MB
31	59/a48e5d	231608	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:FASTQ_ALIGN:BWAMEM1_MEM (S10)	COMPLETED	0	2025-11-30 09:14:19.139	6.7s	6.2s	176.2%	5.3 GB	12.2 GB	5.2 GB	4.7 MB
89	de/dcb834	232242	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (S10)	COMPLETED	0	2025-11-30 09:14:27.947	44.4s	43.2s	148.9%	7.6 GB	29.2 GB	6.1 GB	12.4 MB
90	e8/1e14a8	233876	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (S10)	COMPLETED	0	2025-11-30 09:15:18.376	24s	23s	101.8%	254.5 MB	335 MB	5.9 GB	292.7 KB
91	9b/b24227	233942	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (S10)	COMPLETED	0	2025-11-30 09:15:18.878	49.2s	49s	100.2%	2 GB	2.1 GB	3.6 GB	31.9 MB
94	21/8e4045	235792	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:19.660	18.2s	17.2s	139.6%	673.8 MB	7.6 GB	311.8 MB	732.7 KB
102	50/fe571a	235981	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:20.191	17.7s	17.2s	149.3%	672.9 MB	7.6 GB	285.8 MB	712.2 KB
97	8e/3a6907	235907	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:20.162	18.4s	17.9s	158.6%	693 MB	7.6 GB	383.4 MB	740 KB
95	0b/0d2b3d	235943	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:20.178	19.4s	18.9s	170.6%	876.6 MB	7.5 GB	304.3 MB	997.6 KB
107	2d/8f483d	235890	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:20.151	20.2s	19.4s	164.7%	713.2 MB	7.5 GB	311.5 MB	1.2 MB
103	b4/019d9f	235876	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:20.122	20.3s	19.6s	164.1%	902.7 MB	12.1 GB	454.7 MB	945.9 KB
98	e0/7fac02	235878	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:20.137	20.3s	19.7s	164.0%	780.7 MB	11 GB	405.7 MB	973.9 KB
101	cb/9adb71	243526	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:38.561	15.2s	14.5s	194.8%	732.7 MB	11.9 GB	355.5 MB	962.6 KB
108	5b/c20542	243859	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:39.631	14.2s	13.3s	180.1%	536.1 MB	11.8 GB	362.3 MB	702.6 KB
99	41/8d473e	243029	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:37.879	16s	15.2s	210.5%	1003.5 MB	11.9 GB	370.7 MB	1001.8 KB
100	be/e43438	243045	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:37.910	16.4s	15.7s	213.9%	1 GB	11.9 GB	391.6 MB	991.7 KB
106	fa/e3d1df	244692	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:40.323	15.7s	15s	178.7%	1.4 GB	11.7 GB	582.2 MB	705.1 KB
105	50/2743d0	244744	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:40.387	15.8s	15.4s	210.6%	884.8 MB	11.9 GB	357.3 MB	1000.1 KB
104	08/797997	244826	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:40.462	16.1s	15.7s	204.6%	1.1 GB	11.7 GB	431.4 MB	922.3 KB
113	b1/f5eabd	8718	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:56.214	12.8s	12.3s	177.4%	491.5 MB	11.9 GB	105.7 MB	702.6 KB
109	e6/8cd68a	7292	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:54.332	15.5s	15s	193.7%	1 GB	11.9 GB	353.5 MB	1005.9 KB
111	87/e63b61	8612	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:56.055	14.3s	13.8s	183.7%	720 MB	11.8 GB	328.6 MB	722.4 KB
96	99/0941f1	6351	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:53.772	16.6s	16.2s	219.9%	969.6 MB	10.9 GB	353 MB	1.1 MB
93	9b/2a617b	6390	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:53.810	16.7s	16.2s	191.5%	1.1 GB	11 GB	357 MB	1.1 MB
110	88/23fc23	6500	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:53.894	17.2s	16.7s	202.7%	1.1 GB	7.7 GB	375.7 MB	1.2 MB
112	23/154a98	9099	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 09:16:56.568	15.4s	15s	207.7%	1 GB	11.7 GB	374.3 MB	1 MB
114	13/645815	15852	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_GATHERBQSRREPORTS (S10)	COMPLETED	0	2025-11-30 09:17:12.070	10.6s	10.1s	280.6%	486.1 MB	11.9 GB	103.7 MB	1.6 MB
124	16/338ac4	17280	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:36.215	14s	13.5s	189.0%	901.4 MB	11.8 GB	449 MB	888 KB
116	53/f67357	17190	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:36.162	14.7s	14.2s	181.3%	956.2 MB	11.8 GB	481.4 MB	912.2 KB
122	c2/28df64	17200	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:36.173	15.5s	15s	204.9%	1 GB	11.8 GB	645.7 MB	1.1 MB
121	6b/23379b	17210	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:36.184	15.6s	14.9s	207.5%	1.1 GB	11.7 GB	617.7 MB	1 MB
120	db/d56ffc	17036	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:35.670	16.3s	15.6s	195.9%	1.2 GB	11.9 GB	685.8 MB	1.2 MB
129	14/e723c8	17232	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:36.193	15.8s	15.3s	207.8%	760.9 MB	11.9 GB	491.5 MB	1.3 MB
128	81/50777a	17253	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:36.203	15.8s	15.4s	181.1%	1.4 GB	11.8 GB	1 GB	953.6 KB
130	86/8439d8	24600	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:50.241	13.8s	13.1s	204.2%	555.8 MB	11.9 GB	560.7 MB	901.9 KB
123	41/8688d4	24733	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:50.865	15.1s	13.9s	209.0%	865.5 MB	11.9 GB	587.7 MB	969.3 KB
119	42/088271	26212	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:51.994	14.1s	13.7s	192.1%	761.2 MB	11.9 GB	550.3 MB	910.6 KB
125	cb/532d13	25990	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:51.718	15.6s	15.3s	197.4%	1.2 GB	11.8 GB	778 MB	1.1 MB
117	64/63c002	26231	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:51.961	15.5s	14.9s	199.7%	986.2 MB	11 GB	465.5 MB	1.1 MB
126	8b/474976	26031	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:51.772	15.7s	15.3s	188.0%	1.1 GB	11.9 GB	735.3 MB	967.2 KB
115	67/9be4ed	26278	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:17:52.031	15.8s	15.3s	196.5%	1 GB	11.9 GB	565.8 MB	1.3 MB
135	65/3f422a	34031	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:18:06.068	12.3s	11.6s	171.9%	300.3 MB	11.7 GB	98.5 MB	824.6 KB
127	42/3db605	32212	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:18:04.095	15.9s	15.2s	207.2%	948.9 MB	11.8 GB	501.9 MB	1.4 MB
118	5d/b383b6	33978	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:18:05.998	15.6s	15.2s	211.9%	894.6 MB	11.7 GB	576.9 MB	1.9 MB
133	b8/e4d21b	35845	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:18:07.828	14.3s	13.7s	208.7%	719.4 MB	11.7 GB	525.8 MB	926.8 KB
131	5d/2c2b96	35266	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:18:07.363	14.8s	14.3s	203.6%	1.2 GB	11.9 GB	578.7 MB	1 MB
134	23/ac219d	35358	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:18:07.480	15.1s	14.6s	200.6%	1013.6 MB	11.9 GB	624 MB	1.1 MB
132	8d/270220	35307	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 09:18:07.425	15.9s	15.5s	214.8%	1.2 GB	11 GB	616.5 MB	1.6 MB
136	2f/3b5e6c	43104	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:MERGE_CRAM (S10)	COMPLETED	0	2025-11-30 09:18:24.916	23.7s	23s	112.0%	1.2 GB	1.3 GB	7.4 GB	4.4 MB
137	f5/b04947	43963	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:INDEX_CRAM (S10)	COMPLETED	0	2025-11-30 09:18:48.685	649ms	0ms	98.9%	2.5 MB	10.2 MB	4.5 MB	5.4 KB
139	e7/51c4f6	44176	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (S10)	COMPLETED	0	2025-11-30 09:18:59.323	18.5s	18s	104.2%	256 MB	335.9 MB	5.9 GB	279.2 KB
140	89/1b941b	44316	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:MOSDEPTH (S10)	COMPLETED	0	2025-11-30 09:18:59.783	52s	51s	100.3%	2.9 GB	2.9 GB	3.6 GB	31.9 MB
147	ae/75cb8d	46805	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:28:06.215	8.7s	8.3s	296.8%	882.8 MB	14.2 GB	333.8 MB	694.8 KB
158	1b/2d0409	46797	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:28:06.195	9.2s	8.8s	284.0%	688 MB	14.1 GB	360.4 MB	694.8 KB
149	5b/2f807e	48883	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:28:14.906	8.1s	7.7s	288.3%	540.4 MB	14.1 GB	291 MB	694.6 KB
161	90/32f961	49054	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:28:15.389	8.8s	8.3s	300.9%	647.2 MB	14.2 GB	274.9 MB	694.6 KB
166	aa/1ae0c4	50677	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:28:23.018	10.1s	9.7s	276.5%	1.1 GB	14.1 GB	418.5 MB	694.7 KB
152	e0/7525ad	51069	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:28:24.160	9.2s	8.8s	336.6%	731.3 MB	14.2 GB	341.1 MB	695.4 KB
172	bb/ad69fa	53032	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:28:33.376	8.2s	7.7s	328.4%	505.3 MB	14.1 GB	297.6 MB	695.3 KB
