task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
95	7f/c46f6a	136091	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 08:57:29.287	15.8s	15.3s	201.7%	857.2 MB	11.9 GB	301.9 MB	988.5 KB
108	db/100d78	141798	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 08:57:41.891	12.1s	11.6s	191.2%	477.6 MB	11.9 GB	305.4 MB	702.6 KB
113	af/b098e9	143882	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 08:57:44.257	11.3s	10.7s	183.8%	466.2 MB	11.7 GB	105.7 MB	702.6 KB
111	a3/b38e44	142861	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 08:57:42.669	12.9s	12.4s	202.9%	706 MB	11.9 GB	322.2 MB	705.6 KB
101	cc/ddd470	141390	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 08:57:41.368	14.3s	13.6s	210.8%	832.6 MB	11.9 GB	423.1 MB	965.5 KB
109	e3/aaf99a	144264	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 08:57:44.585	14.7s	14.2s	217.4%	1.1 GB	11.9 GB	353.5 MB	1004.5 KB
112	12/812dfb	144744	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 08:57:45.063	14.9s	14.5s	226.0%	1.1 GB	11.7 GB	379.8 MB	1 MB
110	66/e4dd24	144221	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S10)	COMPLETED	0	2025-11-30 08:57:44.500	16.3s	15.7s	222.8%	1.2 GB	11 GB	375.7 MB	1.2 MB
114	59/767b41	151386	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_GATHERBQSRREPORTS (S10)	COMPLETED	0	2025-11-30 08:58:00.886	10.2s	9.6s	287.2%	505.9 MB	11.9 GB	103.6 MB	1.6 MB
119	0c/175119	152589	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:23.944	14.5s	13.7s	188.0%	766.3 MB	11.7 GB	550.3 MB	925.4 KB
130	7b/5bc688	152703	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:24.411	14.4s	13.9s	187.8%	858.8 MB	11.9 GB	448.6 MB	900.3 KB
129	cc/5bc214	152822	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:24.471	15.1s	14.5s	207.5%	798.2 MB	11.7 GB	367.2 MB	1.2 MB
127	3f/bcd847	152800	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:24.460	15.1s	14.6s	198.9%	657.7 MB	11.7 GB	501.9 MB	1.2 MB
115	1c/b677be	152748	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:24.440	15.7s	15.2s	193.3%	1.1 GB	11.9 GB	565.8 MB	1.2 MB
125	aa/6d61f9	152726	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:24.429	16.2s	15.7s	194.5%	1.1 GB	11.7 GB	778 MB	1.1 MB
118	85/a3f634	152770	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:24.450	16.4s	15.8s	205.8%	1.1 GB	11.7 GB	576.9 MB	1.6 MB
117	94/f2dad0	160024	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:38.493	15s	14.3s	198.6%	1.1 GB	11.9 GB	465.5 MB	1.1 MB
121	59/f32d26	160206	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:38.792	14.9s	14.3s	205.1%	1.2 GB	11.9 GB	617.7 MB	1 MB
124	d0/431419	162125	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:40.615	13.2s	12.8s	199.0%	846.7 MB	11.9 GB	449 MB	887.5 KB
116	c9/17accf	161762	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:40.097	14.2s	13.8s	188.7%	1 GB	11.9 GB	481.4 MB	922 KB
120	2f/cfa588	161430	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:39.636	15.3s	14.7s	212.6%	1.2 GB	11.9 GB	685.8 MB	1.1 MB
128	8a/be3510	161417	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:39.612	15.4s	14.8s	194.9%	1.8 GB	11.9 GB	1 GB	952 KB
126	48/37222b	162223	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:40.833	14.8s	14.4s	186.2%	1.2 GB	11.9 GB	735.3 MB	960.3 KB
135	f5/b840d9	170684	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:54.979	11.8s	11.3s	183.1%	492.3 MB	11.9 GB	98.5 MB	824.6 KB
123	7b/096325	169000	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:53.480	14.6s	13.9s	198.6%	954.2 MB	11.9 GB	711.9 MB	973.8 KB
131	80/817e65	169521	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:53.801	14.9s	14.4s	196.6%	1.2 GB	11.9 GB	578.7 MB	989.4 KB
133	a4/bc6fbd	171219	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:55.665	13.5s	13.1s	204.6%	777 MB	11.9 GB	525.8 MB	917.8 KB
134	2a/04bc0c	170200	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:54.329	15s	14.5s	215.0%	1 GB	11.9 GB	624 MB	1.1 MB
122	a6/3cb0c1	169345	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:53.659	15.7s	15.3s	213.1%	998.1 MB	11.7 GB	645.7 MB	1 MB
132	56/f51fa7	170644	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S10)	COMPLETED	0	2025-11-30 08:58:54.925	15.6s	15.1s	218.3%	1008.7 MB	11.7 GB	616.5 MB	1.4 MB
136	f5/d5c35c	178433	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:MERGE_CRAM (S10)	COMPLETED	0	2025-11-30 08:59:12.040	24s	23s	110.6%	1.2 GB	1.3 GB	7.4 GB	3.3 MB
137	da/a0fdaa	179300	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:INDEX_CRAM (S10)	COMPLETED	0	2025-11-30 08:59:36.128	705ms	0ms	88.4%	2.5 MB	10.2 MB	3.5 MB	5.4 KB
139	ef/b69f26	179488	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (S10)	COMPLETED	0	2025-11-30 08:59:43.133	22.2s	22s	103.5%	255.9 MB	335.7 MB	5.9 GB	275.9 KB
140	0c/026e02	179487	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:MOSDEPTH (S10)	COMPLETED	0	2025-11-30 08:59:43.122	53.8s	53s	100.2%	2 GB	2.1 GB	3.5 GB	31.9 MB
154	0f/2fc3a3	180809	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 08:59:59.151	49s	48.4s	181.6%	1.2 GB	14.2 GB	356.3 MB	1.1 MB
152	2d/32dbd1	181653	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:00:05.351	44.7s	44.3s	183.8%	1.7 GB	14.2 GB	450.2 MB	1.1 MB
144	ac/453b42	184630	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:00:48.129	52.6s	52s	163.0%	2.3 GB	14.2 GB	292.9 MB	1.1 MB
142	62/270a69	184916	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:00:50.036	1m 12s	1m 11s	147.4%	2.4 GB	14.4 GB	348.2 MB	1.1 MB
156	38/1c3e4b	187856	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:01:40.729	49.4s	48.9s	179.9%	1.9 GB	14.2 GB	248.1 MB	1.1 MB
149	03/ba109c	189328	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:02:02.025	43.5s	43s	190.1%	2.2 GB	14.2 GB	388.2 MB	1.1 MB
147	97/f80f6c	191231	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:02:30.173	51.9s	51.5s	168.2%	2.5 GB	14.4 GB	404.7 MB	1.1 MB
